repo,commit_sha,committed_at,commit_message,commit_type,language,lines_added,lines_deleted,files_changed,test_files_changed,doc_files_changed,has_tests,cyclomatic_complexity,total_diff_hunks,commit_hour,day_of_week,is_weekend,is_night_commit,num_reviewers,review_comments,time_to_review_hours,test_coverage_pct,developer_experience,prior_bugs_author,churn_ratio,scatter_score,complexity_per_file,is_buggy
psf/requests,a5cb4284e1,2025-03-31T16:31:10Z,Bump actions/setup-python from 5.4.0 to 5.5.0  Bumps [actions/setup-python](https://github.com/actions/setup-python) from 5.4.0 to 5.5.0. - [Release notes](https://github.com/actions/setup-python/rele,other,Unknown,4,4,2,1,0,1,2,8,16,0,0,0,1,5,14.7,50.0,7.1,8,0.8,0.4,0.67,0
psf/requests,579cd9f233,2025-03-31T17:43:23Z,Drop pypy 3.9 and add pypy 3.11 support,feature,Unknown,10,1,2,1,1,1,3,11,17,0,0,0,1,3,24.5,50.0,2.0,8,5.0,0.1818,1.0,0
psf/requests,4ce9520a1c,2025-04-23T12:44:05Z,Update lint workflow to ubuntu-24.04  Ubuntu 20.04 was the old default and is no longer supported by GitHub Actions,other,Unknown,1,1,1,0,0,0,1,2,12,2,0,0,2,6,27.4,0.0,7.7,8,0.5,0.5,0.5,1
psf/requests,991f05dcd9,2025-04-28T17:28:05Z,Bump actions/setup-python from 5.5.0 to 5.6.0  Bumps [actions/setup-python](https://github.com/actions/setup-python) from 5.5.0 to 5.6.0. - [Release notes](https://github.com/actions/setup-python/rele,other,Unknown,4,4,2,1,0,1,2,8,17,0,0,0,1,5,0.8,50.0,6.7,9,0.8,0.4,0.67,0
psf/requests,c65c780849,2025-05-03T16:39:14Z,Add two more tests exercising the adapter (#6936)  Closes #6935,feature,Python,26,0,1,1,0,1,9,26,16,5,1,0,1,1,6.5,100.0,5.7,9,26.0,0.037,4.5,1
psf/requests,c799b8167a,2025-05-21T16:08:05Z,docs: fix dead links to kenreitz.org,bugfix,Python,3,3,3,0,2,0,1,6,16,2,0,0,2,3,16.9,0.0,4.6,10,0.75,0.75,0.25,1
psf/requests,a7e1c745dc,2025-05-31T16:59:51Z,Update docs/conf.py  Co-authored-by: Nate Prewitt <nate.prewitt@gmail.com>,docs,Python,1,1,1,0,0,0,1,2,16,5,1,0,1,4,8.4,0.0,5.0,11,0.5,0.5,0.5,0
psf/requests,6716d7c9f2,2025-06-01T14:03:51Z,remove links,refactor,Unknown,12,17,2,0,2,0,9,29,14,6,1,0,0,5,6.6,0.0,5.8,11,0.67,0.1538,3.0,0
psf/requests,7bc45877a8,2025-06-05T11:21:46Z,Add new test to check netrc auth leak (#6962)  This patch adds a new test that reproduces the security issue reported here: https://seclists.org/oss-sec/2025/q2/204  Doing a request to a malicious url,bugfix,Python,31,0,1,1,0,1,10,31,11,3,0,0,2,6,0.5,100.0,4.3,11,31.0,0.0312,5.0,1
psf/requests,5b4b64c346,2025-06-05T14:55:33Z,Add more tests to prevent regression of CVE 2024 47081  Remove workaround not needed since py38 for os.path.expanduser.,feature,Python,20,8,2,1,0,1,9,28,14,3,0,0,1,4,8.9,50.0,1.3,12,2.22,0.0952,3.0,1
psf/requests,59f8aa2adf,2025-06-08T17:47:55Z,Add netrc file search information to authentication documentation (#6876),feature,Unknown,11,0,2,0,2,0,3,11,17,6,1,0,1,0,3.5,0.0,1.8,13,11.0,0.1667,1.0,0
psf/requests,821770e822,2025-06-09T15:21:47Z,Bump version and add release notes for v2.32.4,feature,Python,13,2,2,0,1,0,5,15,15,0,0,0,2,3,10.8,0.0,1.4,13,4.33,0.1429,1.67,0
psf/requests,021dc729f0,2025-06-09T16:26:42Z,Polish up release tooling for last manual release,other,Unknown,7,4,1,0,0,0,3,11,16,0,0,0,1,4,0.1,0.0,4.3,13,1.4,0.125,1.5,0
psf/requests,e57b5bf05c,2025-06-10T02:15:28Z,"Add Trusted Publishing Release Workflow  Rather than rely on manual releases from a developer laptop, let's use tag pushes to trigger a workflow to publish artifacts to PyPI. This will leverage truste",feature,Unknown,90,1,2,0,0,0,31,91,2,1,0,1,0,6,10.3,0.0,8.5,13,45.0,0.022,10.33,0
psf/requests,90fee0876a,2025-06-13T16:42:08Z,Revert caching a default SSLContext (#6767),other,Python,16,39,1,0,0,0,17,55,16,4,0,0,0,5,4.0,0.0,4.5,13,0.4,0.0588,8.5,1
psf/requests,91a3eabd3d,2025-06-16T17:38:11Z,Bump github/codeql-action from 3.28.5 to 3.29.0  Bumps [github/codeql-action](https://github.com/github/codeql-action) from 3.28.5 to 3.29.0. - [Release notes](https://github.com/github/codeql-action/,docs,Unknown,3,3,1,0,0,0,1,6,17,0,0,0,2,5,9.1,0.0,4.0,14,0.75,0.25,0.5,0
psf/requests,d58d8aa2f4,2025-07-18T02:09:19Z,docs: clarify timeout parameter uses seconds in Session.request (#6994),docs,Python,1,1,1,0,0,0,1,2,2,4,0,1,1,3,18.5,0.0,1.7,14,0.5,0.5,0.5,0
psf/requests,fec96cd597,2025-07-18T16:24:31Z,Update Makefile rules (#6996),other,Unknown,2,5,1,0,0,0,2,7,16,4,0,0,1,1,8.9,0.0,2.1,14,0.33,0.3333,1.0,0
psf/requests,2edca11103,2025-07-25T20:42:15Z,Add support for Python 3.14 and drop support for Python 3.8 (#6993)  * Add testing for Python 3.14 preview build  * Add trove classifier for Python 3.14  * Remove support for Python 3.8,feature,Python,19,14,7,1,4,1,10,33,20,4,0,0,1,6,25.4,14.3,8.7,14,1.27,0.35,1.25,0
psf/requests,7618dbef01,2025-07-28T19:01:25Z,Bump step-security/harden-runner from 2.12.0 to 2.13.0  Bumps [step-security/harden-runner](https://github.com/step-security/harden-runner) from 2.12.0 to 2.13.0. - [Release notes](https://github.com/,other,Unknown,2,2,1,0,0,0,1,4,19,0,0,0,0,1,5.4,0.0,6.2,14,0.67,0.3333,0.5,0
psf/requests,46e939b552,2025-08-06T05:44:36Z,Update publish workflow to use `artifact-id` instead of `name`  Added artifact-id output to publish workflow and updated download-artifact action version to `v5.0.0`. Also hardens the workflow a bit b,feature,Unknown,6,2,1,0,0,0,2,8,5,2,0,1,0,5,4.6,0.0,3.1,14,2.0,0.1429,1.0,0
psf/requests,b336cb2bc6,2025-08-11T22:15:22Z,Bump actions/checkout from 4.2.0 to 5.0.0  Bumps [actions/checkout](https://github.com/actions/checkout) from 4.2.0 to 5.0.0. - [Release notes](https://github.com/actions/checkout/releases) - [Changel,docs,Unknown,6,6,4,1,0,1,3,12,22,0,0,1,2,5,3.7,25.0,6.0,14,0.86,0.5714,0.6,0
psf/requests,b25c87d7cb,2025-08-18T20:23:20Z,v2.32.5,other,Python,12,2,2,0,1,0,4,14,20,0,0,0,0,3,24.2,0.0,3.5,14,4.0,0.1538,1.33,0
psf/requests,1c49660b84,2025-09-02T02:56:17Z,Bump github/codeql-action from 3.29.0 to 3.30.0  Bumps [github/codeql-action](https://github.com/github/codeql-action) from 3.29.0 to 3.30.0. - [Release notes](https://github.com/github/codeql-action/,docs,Unknown,3,3,1,0,0,0,1,6,2,1,0,1,1,1,10.1,0.0,3.4,14,0.75,0.25,0.5,0
psf/requests,7d8df1df57,2025-09-08T16:18:37Z,Bump pypa/gh-action-pypi-publish from 1.12.4 to 1.13.0  Bumps [pypa/gh-action-pypi-publish](https://github.com/pypa/gh-action-pypi-publish) from 1.12.4 to 1.13.0. - [Release notes](https://github.com/,other,Unknown,1,1,1,0,0,0,1,2,16,0,0,0,0,0,1.4,0.0,4.0,14,0.5,0.5,0.5,0
psf/requests,3c8decb92f,2025-09-09T00:09:47Z,Bump actions/setup-python from 5.6.0 to 6.0.0  Bumps [actions/setup-python](https://github.com/actions/setup-python) from 5.6.0 to 6.0.0. - [Release notes](https://github.com/actions/setup-python/rele,other,Unknown,5,5,3,1,0,1,3,10,0,1,0,1,0,1,38.1,33.3,1.6,14,0.83,0.5,0.75,0
psf/requests,6e4134b204,2025-10-13T16:16:05Z,Bump github/codeql-action from 3.30.0 to 4.30.8  Bumps [github/codeql-action](https://github.com/github/codeql-action) from 3.30.0 to 4.30.8. - [Release notes](https://github.com/github/codeql-action/,docs,Unknown,3,3,1,0,0,0,1,6,16,0,0,0,1,6,27.1,0.0,2.3,14,0.75,0.25,0.5,0
psf/requests,f8bec2f7ca,2026-01-30T21:10:27Z,Fix CI and build failures (#7190)  * Migrate linting from various tooling to Ruff  * Run ruff over codebase  * Drop support for pypy-3.10,bugfix,Python,73,72,19,4,0,1,47,145,21,4,0,0,2,3,8.4,21.1,8.5,14,1.0,0.2568,2.35,1
psf/requests,a389aaad45,2026-01-31T02:12:40Z,Update maintainers in the AUTHORS.rst (#7191)   ---------  Co-authored-by: Ian Stapleton Cordasco <graffatcolmingov@gmail.com>,other,Unknown,7,7,1,0,1,0,4,14,2,5,1,1,1,3,0.9,0.0,4.4,15,0.88,0.125,2.0,0
psf/requests,cb2c800518,2026-01-31T02:25:55Z,Migrate build system to PEP 517 (#7012),other,Python,79,111,3,0,0,0,60,190,2,5,1,1,2,1,12.7,0.0,2.9,15,0.71,0.0375,15.0,0
psf/requests,6c88b6b09f,2026-01-31T02:31:13Z,Bump actions/upload-artifact from 4.6.2 to 5.0.0  Bumps [actions/upload-artifact](https://github.com/actions/upload-artifact) from 4.6.2 to 5.0.0. - [Release notes](https://github.com/actions/upload-a,other,Unknown,1,1,1,0,0,0,1,2,2,5,1,1,2,5,21.7,0.0,2.8,15,0.5,0.5,0.5,0
psf/requests,ca78ca9611,2026-01-31T02:31:33Z,Bump actions/download-artifact from 5.0.0 to 6.0.0  Bumps [actions/download-artifact](https://github.com/actions/download-artifact) from 5.0.0 to 6.0.0. - [Release notes](https://github.com/actions/do,other,Unknown,1,1,1,0,0,0,1,2,2,5,1,1,2,2,2.6,0.0,9.0,15,0.5,0.5,0.5,0
psf/requests,8e398336f8,2026-01-31T02:31:46Z,Bump actions/checkout from 5.0.0 to 6.0.0  Bumps [actions/checkout](https://github.com/actions/checkout) from 5.0.0 to 6.0.0. - [Release notes](https://github.com/actions/checkout/releases) - [Changel,docs,Unknown,6,6,4,1,0,1,3,12,2,5,1,1,0,6,12.4,25.0,5.3,15,0.86,0.5714,0.6,0
psf/requests,42eaeb4da8,2026-01-31T02:31:55Z,Bump actions/setup-python from 6.0.0 to 6.1.0  Bumps [actions/setup-python](https://github.com/actions/setup-python) from 6.0.0 to 6.1.0. - [Release notes](https://github.com/actions/setup-python/rele,other,Unknown,5,5,3,1,0,1,3,10,2,5,1,1,0,7,12.4,33.3,3.3,15,0.83,0.5,0.75,0
psf/requests,968863678b,2026-01-31T02:32:11Z,Bump github/codeql-action from 4.30.8 to 4.31.6  Bumps [github/codeql-action](https://github.com/github/codeql-action) from 4.30.8 to 4.31.6. - [Release notes](https://github.com/github/codeql-action/,docs,Unknown,3,3,1,0,0,0,1,6,2,5,1,1,1,3,6.2,0.0,7.8,15,0.75,0.25,0.5,0
psf/requests,32e26af3af,2026-02-05T01:01:16Z,Start testing Python 3.15 Alpha (#7195)  * Add optional 3.15-dev runners to test matrix  * Set PYO3_USE_ABI3_FORWARD_COMPATIBILITY for 3.15 builds,feature,Unknown,4,1,1,1,0,1,1,5,1,3,0,1,1,3,25.8,100.0,1.3,15,2.0,0.2,0.5,0
psf/requests,0c2bbe7398,2026-02-06T15:02:46Z,Drop support for Python 3.9 (#7196),other,Python,11,13,5,1,1,1,7,24,15,4,0,0,0,3,18.4,20.0,2.2,15,0.79,0.4167,1.17,0
psf/requests,733b2018a3,2026-02-10T23:36:31Z,Update floors for certifi and urllib3 (#7189),other,Unknown,2,2,1,0,0,0,1,4,23,1,0,1,1,4,27.2,0.0,9.6,15,0.67,0.3333,0.5,0
psf/requests,7112775514,2026-02-10T23:59:55Z,Bump dessant/lock-threads from 5.0.0 to 6.0.0  Bumps [dessant/lock-threads](https://github.com/dessant/lock-threads) from 5.0.0 to 6.0.0. - [Release notes](https://github.com/dessant/lock-threads/rele,docs,Unknown,1,1,1,0,0,0,1,2,23,1,0,1,1,2,51.6,0.0,1.8,15,0.5,0.5,0.5,0
psf/requests,514b3f2345,2026-02-11T00:23:00Z,Bump step-security/harden-runner from 2.13.0 to 2.14.2  Bumps [step-security/harden-runner](https://github.com/step-security/harden-runner) from 2.13.0 to 2.14.2. - [Release notes](https://github.com/,other,Unknown,2,2,1,0,0,0,1,4,0,2,0,1,1,1,17.6,0.0,7.9,15,0.67,0.3333,0.5,0
psf/requests,47914226c2,2026-02-13T02:07:05Z,Fix empty netrc entry usage (#7205),bugfix,Python,11,1,2,1,0,1,4,12,2,4,0,1,2,7,0.5,50.0,2.6,15,5.5,0.1667,1.33,1
psf/requests,5f338446f9,2026-02-13T02:52:04Z,Update docstring for Session.verify to include string support (#6859) (#6865)   ---------  Co-authored-by: Nate Prewitt <nate.prewitt@gmail.com>,docs,Python,2,0,1,0,0,0,1,2,2,4,0,1,2,0,0.2,0.0,5.8,16,2.0,0.3333,0.5,0
psf/requests,00600b38f4,2026-02-13T19:28:59Z,Update publish workflow and add test pypi option,feature,Unknown,43,26,1,0,0,0,22,69,19,4,0,0,2,6,1.7,0.0,3.4,16,1.59,0.0227,11.0,0
psf/requests,5e7cb71cd7,2026-02-13T19:30:59Z,Bump version to dev for test publish,test,Python,2,2,1,0,0,0,1,4,19,4,0,0,1,6,3.9,0.0,2.8,16,0.67,0.3333,0.5,0
psf/requests,a2ce3d8ace,2026-02-13T22:48:20Z,Remove harden runner from publish workflow (#7207),refactor,Unknown,0,15,1,0,0,0,4,15,22,4,0,1,2,0,56.1,0.0,7.2,16,0.0,1.0,2.0,0
psf/requests,da9113c046,2026-02-14T00:06:57Z,Add CODEOWNERS file to repo (#7208),feature,Unknown,8,0,1,0,0,0,2,8,0,5,1,1,0,0,8.1,0.0,7.6,16,8.0,0.1111,1.0,0
psf/requests,4bd79e3973,2026-02-22T16:07:16Z,Increase chardet upper limit to 7,other,Python,2,2,2,0,0,0,1,4,16,6,1,0,2,5,31.7,0.0,7.7,16,0.67,0.6667,0.33,0
psf/requests,753fd08c5e,2026-02-27T09:30:09Z,docs: fix FAQ grammar in httplib2 example  Signed-off-by: rohan436 <rohan.santhoshkumar@googlemail.com>,bugfix,Unknown,1,1,1,0,1,0,1,2,9,4,0,0,0,7,10.2,0.0,4.2,16,0.5,0.5,0.5,1
psf/requests,27f8b40d5c,2026-03-02T18:43:39Z,Bump actions/upload-artifact from 6.0.0 to 7.0.0  Bumps [actions/upload-artifact](https://github.com/actions/upload-artifact) from 6.0.0 to 7.0.0. - [Release notes](https://github.com/actions/upload-a,other,Unknown,1,1,1,0,0,0,1,2,18,0,0,0,0,6,20.4,0.0,3.0,17,0.5,0.5,0.5,0
psf/requests,392b01f26e,2026-03-02T20:34:25Z,Bump actions/download-artifact from 7.0.0 to 8.0.0  Bumps [actions/download-artifact](https://github.com/actions/download-artifact) from 7.0.0 to 8.0.0. - [Release notes](https://github.com/actions/do,other,Unknown,2,2,1,0,0,0,1,4,20,0,0,0,0,4,25.8,0.0,5.4,17,0.67,0.3333,0.5,0
psf/requests,b2a1d33f57,2026-03-02T22:49:19Z,Increase chardet upper limit to 8  Co-Authored-By: Claude Opus 4.6 <noreply@anthropic.com>,other,Python,3,3,2,0,0,0,1,6,22,0,0,1,2,1,20.4,0.0,1.2,17,0.75,0.5,0.33,0
psf/requests,d568f47278,2026-03-03T19:59:47Z,docs: clarify Quickstart POST example (#6960)  (fixes #6949)  ---------  Co-authored-by: Nate Prewitt <nate.prewitt@gmail.com>,bugfix,Unknown,3,1,1,0,1,0,1,4,19,1,0,0,1,5,32.5,0.0,1.4,17,1.5,0.25,0.5,1
psf/requests,0e4ae38f0c,2026-03-05T20:14:29Z,docs: exclude Response.is_permanent_redirect from API docs (#7244)  Hide the internal Response.is_permanent_redirect attribute from public API documentation.,docs,Unknown,1,0,1,0,1,0,1,1,20,3,0,0,1,3,42.7,0.0,7.1,18,1.0,0.5,0.5,0
psf/requests,ebf7190679,2026-03-16T17:38:50Z,Bump github/codeql-action from 4.32.0 to 4.33.0  Bumps [github/codeql-action](https://github.com/github/codeql-action) from 4.32.0 to 4.33.0. - [Release notes](https://github.com/github/codeql-action/,docs,Unknown,3,3,1,0,0,0,1,6,17,0,0,0,2,5,38.6,0.0,9.4,18,0.75,0.25,0.5,0
psf/requests,9c72a41bec,2026-03-23T17:26:06Z,Bump github/codeql-action from 4.33.0 to 4.34.1  Bumps [github/codeql-action](https://github.com/github/codeql-action) from 4.33.0 to 4.34.1. - [Release notes](https://github.com/github/codeql-action/,docs,Unknown,3,3,1,0,0,0,1,6,17,0,0,0,1,4,25.8,0.0,7.7,18,0.75,0.25,0.5,0
psf/requests,e331a288f3,2026-03-25T05:15:21Z,Remove unused extraction call (#7292),refactor,Python,2,2,2,0,0,0,1,4,5,2,0,1,1,7,7.6,0.0,8.7,18,0.67,0.6667,0.33,0
psf/requests,8b9bc8fc0f,2026-03-25T05:18:38Z,Move badges to top of README (#7293),refactor,Unknown,5,4,1,0,1,0,2,9,5,2,0,1,0,6,2.6,0.0,4.6,18,1.0,0.1667,1.0,0
psf/requests,bc04dfd6da,2026-03-25T15:06:17Z,v2.33.0,other,Python,30,1,2,0,1,0,10,31,15,2,0,0,0,7,29.5,0.0,9.0,18,15.0,0.0645,3.33,0
psf/requests,7407309c8a,2026-03-30T04:07:31Z,Packaging: DRY out extras definition (#7277),other,Unknown,1,1,1,0,0,0,1,2,4,0,0,1,1,6,31.5,0.0,3.4,18,0.5,0.5,0.5,0
psf/requests,389eea58df,2026-03-30T15:21:38Z,Cleanup extracted file after extract_zipped_path test (#7305),refactor,Python,6,3,1,1,0,1,3,9,15,0,0,0,1,1,24.1,100.0,7.0,18,1.5,0.1429,1.5,0
psf/requests,4443b1a847,2026-03-30T15:23:00Z,Fix unintended test extra (#7306),bugfix,Unknown,5,1,1,0,0,0,2,6,15,0,0,0,2,6,3.9,0.0,2.6,18,2.5,0.1667,1.0,1
psf/requests,bc7dd0fc4d,2026-03-30T15:24:49Z,Fix cosmetic header validity parsing regex (#7308),bugfix,Python,9,4,2,1,0,1,4,13,15,0,0,0,1,7,3.4,50.0,2.8,19,1.8,0.2,1.33,1
psf/requests,f0198e6dfc,2026-03-30T15:27:35Z,Fix malformed value parsing for Content-Type (#7309),bugfix,Python,10,13,2,1,0,1,7,23,15,0,0,0,1,5,3.0,50.0,7.2,20,0.71,0.1818,2.33,1
psf/requests,111d2b7779,2026-03-30T16:07:00Z,v2.33.1,other,Python,12,3,2,0,1,0,5,15,16,0,0,0,1,3,16.0,0.0,6.5,21,3.0,0.1538,1.67,0
psf/requests,6360477c52,2026-03-30T18:25:42Z,Bump github/codeql-action from 4.34.1 to 4.35.1  Bumps [github/codeql-action](https://github.com/github/codeql-action) from 4.34.1 to 4.35.1. - [Release notes](https://github.com/github/codeql-action/,docs,Unknown,3,3,1,0,0,0,1,6,18,0,0,0,0,6,17.3,0.0,2.6,21,0.75,0.25,0.5,0
psf/requests,cbce031327,2026-03-31T22:21:33Z,Add Zizmor workflow and make initial updates,feature,Unknown,40,2,6,1,0,1,14,42,22,1,0,1,2,4,3.4,16.7,2.8,21,13.33,0.1463,2.0,0
psf/requests,ef439eb779,2026-04-05T15:31:02Z,Prevent Response self-reference in redirect history (#7328),other,Python,9,2,2,1,0,1,3,11,15,6,1,0,0,2,4.7,50.0,1.1,21,3.0,0.2,1.0,0
psf/requests,185f587a78,2026-04-11T19:39:24Z,Cleanup docs and add i18n wrappers (#7354),feature,Python,49,328,6,0,0,0,100,377,19,5,1,0,1,0,22.1,0.0,7.8,21,0.15,0.12,14.29,0
psf/requests,4b0b1a3e9f,2026-04-12T00:05:37Z,Update pre-commit versions (#7348)  * Update pre-commit versions  * Add dependabot entry for pre-commit  * Update pre-commit and ruff hooks,feature,Unknown,17,6,2,0,0,0,7,23,0,6,1,1,1,0,69.9,0.0,2.6,21,2.43,0.1111,2.33,0
psf/requests,fe2063be0c,2026-04-14T17:58:28Z,Don't hide navigation on mobile webpage (#7360),other,Unknown,0,1,1,0,0,0,1,1,17,1,0,0,0,0,0.5,0.0,2.9,21,0.0,1.0,0.5,0
psf/requests,16df2a0917,2026-04-15T03:04:46Z,Move pytest pin to support 9.x series (#7364),refactor,Unknown,1,1,1,0,1,0,1,2,3,2,0,1,0,0,0.2,0.0,5.6,21,0.5,0.5,0.5,0
psf/requests,a044b020de,2026-04-15T14:56:38Z,Move DigestAuth hash algorithms to use usedforsecurity=False (#7310),refactor,Python,5,5,1,0,0,0,3,10,14,2,0,0,2,4,383.2,0.0,9.4,21,0.83,0.1667,1.5,0
psf/requests,d2f6bdecc8,2026-04-15T15:06:46Z,"Clarify decode_unicode behaviour in iter_{content,lines} docstrings (#7365)",docs,Python,7,2,1,0,0,0,3,9,15,2,0,0,1,0,5.3,0.0,2.6,21,2.33,0.125,1.5,0
psf/requests,514c1623fe,2026-04-15T18:30:57Z,Update README and remove extraneous images (#7366),refactor,Unknown,2,5,6,0,1,0,2,7,18,2,0,0,0,0,0.1,0.0,9.2,21,0.33,2.0,0.29,0
spring-projects/spring-framework,b3f01a7f92,2026-03-13T08:21:15Z,Fix nullable value class handling in CoroutinesUtils  Closes gh-36449 Signed-off-by: T45K <tasktas9@gmail.com>,bugfix,Java,9,2,2,1,0,1,3,11,8,4,0,0,1,5,10.4,50.0,4.9,0,3.0,0.2,1.0,1
spring-projects/spring-framework,ebe3b45743,2026-03-20T10:54:22Z,Consistently log request details in ExchangeFunctions  Closes gh-36502,other,Java,4,2,1,0,0,0,1,6,10,4,0,0,2,3,16.4,0.0,8.1,1,1.33,0.2,0.5,0
spring-projects/spring-framework,f9523a785b,2026-03-22T17:29:02Z,"Support @⁠MockitoBean and @⁠MockitoSpyBean on test constructor parameters  Prior to this commit, @⁠MockitoBean and @⁠MockitoSpyBean could be declared on fields or at the type level (on test classes an",feature,Java,1730,112,31,31,0,1,100,1842,17,6,1,0,0,1,22.8,100.0,3.1,1,15.31,0.0179,3.12,0
spring-projects/spring-framework,00be6d3afd,2026-03-22T20:32:29Z,Add null check when setting API version to preserve default value  See gh-36514  Signed-off-by: Vishnutheep B <vishnutheep@gmail.com>,feature,Java,47,2,4,2,0,1,17,49,20,6,1,0,2,0,17.7,50.0,1.1,1,15.67,0.0833,3.4,1
spring-projects/spring-framework,2dcd56bbaf,2026-03-24T14:24:33Z,Polishing contribution  Closes gh-36514,other,Java,5,6,2,2,0,1,3,11,14,1,0,0,1,6,26.9,100.0,4.1,2,0.71,0.3333,1.0,0
spring-projects/spring-framework,abc3cfc7be,2026-03-26T14:08:58Z,"Move multipart support to dedicated converter  Prior to this commit, gh-36255 introduced the new `MultipartHttpMessageConverter`, focusing on multipart message conversion in a separate converter. The ",feature,Java,250,949,22,12,0,1,100,1199,14,3,0,0,1,3,13.9,54.5,9.3,2,0.26,0.0876,4.35,0
spring-projects/spring-framework,ab8de8ec4b,2026-03-26T14:09:44Z,"Support Map payloads in FormHttpMessageConverter  Prior to this commit, the `FormHttpMessageConverter` would only support `MultiValueMap` payloads for reading and writing. While this can be useful whe",other,Java,140,52,6,3,0,1,64,192,14,3,0,0,0,6,9.4,50.0,8.9,2,2.64,0.0426,9.14,0
spring-projects/spring-framework,aac521c116,2026-03-26T14:10:01Z,Add integration tests and docs for multipart support  This commit adds integration tests and reference documentation  for multipart support in `RestClient` and `RestTestClient`.  Closes gh-35569 Close,feature,Java,213,2,6,5,0,1,75,215,14,3,0,0,0,4,8.0,83.3,4.4,2,71.0,0.028,10.71,0
spring-projects/spring-framework,de0dfe5d93,2026-03-26T14:19:05Z,Fix Javadoc format error  See gh-33263,bugfix,Java,1,1,1,0,0,0,1,2,14,3,0,0,0,5,6.6,0.0,3.0,2,0.5,0.5,0.5,1
spring-projects/spring-framework,ccf0cae18c,2026-03-26T14:22:04Z,Polishing,other,Java,10,16,5,5,0,1,8,26,14,3,0,0,0,5,35.0,100.0,5.8,3,0.59,0.4545,1.33,0
spring-projects/spring-framework,5e975f51dd,2026-03-26T14:46:02Z,"Remove redundant Assert.notNull() checks in ResolvableType  Since equivalent Assert.notNull() checks are already performed by subsequent code (constructors and factory methods), there is no need to pe",refactor,Java,28,7,2,1,0,1,11,35,14,3,0,0,0,0,17.7,50.0,9.0,3,3.5,0.069,3.67,0
spring-projects/spring-framework,5708b73ea9,2026-03-26T14:54:25Z,"Introduce ResolvableType.forParameter() factory method  Prior to this commit, one could invoke ResolvableType.forMethodParameter(MethodParameter.forParameter(parameter)) to create a ResolvableType for",feature,Java,38,0,3,1,0,1,13,38,14,3,0,0,0,7,3.0,33.3,5.1,3,38.0,0.0769,3.25,0
spring-projects/spring-framework,d4d49fd546,2026-03-26T16:10:25Z,Make base classes for client requests public  AbstractBufferingClientHttpRequest and AbstractStreamingClientHttpRequest  Closes gh-36501,other,Java,7,7,4,0,0,0,4,14,16,3,0,0,2,1,4.0,0.0,5.8,3,0.88,0.5,0.8,0
spring-projects/spring-framework,f5a8c321c0,2026-03-26T22:44:12Z,Address nullness warning from future version of NullAway  Closes gh-36548 Signed-off-by: Manu Sridharan <msridhar@gmail.com>,feature,Java,1,1,1,0,0,0,1,2,22,3,0,1,0,5,8.9,0.0,9.5,3,0.5,0.5,0.5,0
spring-projects/spring-framework,ff30329861,2026-03-27T05:16:45Z,Fix incorrect method name in TypeDescriptor.array() Javadoc  Closes gh-36549  Signed-off-by: Junseo Bae <ferrater1013@gmail.com>,bugfix,Java,1,1,1,0,0,0,1,2,5,4,0,1,2,6,8.7,0.0,6.6,3,0.5,0.5,0.5,1
spring-projects/spring-framework,d37d7abb17,2026-03-27T05:29:37Z,"Reject unbalanced parentheses in profile expressions  ProfilesParser.parseTokens() silently accepts unbalanced parentheses in profile expressions such as ""dev)"" or ""(dev"", treating them as valid. This",bugfix,Java,13,6,2,1,0,1,6,19,5,4,0,1,0,0,272.1,50.0,8.3,4,1.86,0.1429,2.0,1
spring-projects/spring-framework,d46e96f1ca,2026-03-27T13:06:12Z,Correct ApiVersionConfigurer method signature  Closes gh-36551,other,Java,4,2,2,0,0,0,1,6,13,4,0,0,0,6,23.1,0.0,7.5,5,1.33,0.4,0.33,0
spring-projects/spring-framework,32970fe10d,2026-03-27T16:34:44Z,"Fix WebClient context propagation in Kotlin Coroutines  Prior to this commit, thread-local variables like Trace ID were not automatically propagated into the Reactor Context when making requests using",bugfix,Unknown,107,2,3,1,0,1,38,109,16,4,0,0,2,3,14.2,33.3,5.4,5,35.67,0.0278,9.5,1
spring-projects/spring-framework,730f824cad,2026-03-27T17:18:25Z,Fix Javadoc in HandlerMethodReturnValueHandlerComposite  Closes gh-36555  Signed-off-by: KimDaehyeon <daehyeon3351@gmail.com>,bugfix,Java,0,1,1,0,0,0,1,1,17,4,0,0,1,3,10.4,0.0,4.3,6,0.0,1.0,0.5,1
spring-projects/spring-framework,e964ced1ad,2026-03-28T10:11:46Z,Make ApplicationListenerMethodAdapter#getTargetMethod() public  Closes gh-36558,other,Java,38,39,1,0,0,0,24,77,10,5,1,0,2,5,32.6,0.0,8.1,7,0.95,0.0256,12.0,0
spring-projects/spring-framework,529a6fc932,2026-03-28T10:11:52Z,Add documentation notes on error handling with sync=true  See gh-36531,feature,Java,19,0,2,0,0,0,6,19,10,5,1,0,0,2,3.0,0.0,2.9,7,19.0,0.1,2.0,1
spring-projects/spring-framework,b81a63fb5c,2026-03-28T10:12:28Z,Polishing,other,Java,3,9,4,0,0,0,3,12,10,5,1,0,1,4,1.2,0.0,4.9,8,0.3,1.0,0.6,0
spring-projects/spring-framework,f0f447a73d,2026-03-28T10:13:04Z,Upgrade to Netty 4.2.12,other,Unknown,1,1,1,0,0,0,1,2,10,5,1,0,1,0,18.2,0.0,7.6,8,0.5,0.5,0.5,0
